"sitename","siteid","datasetid","altitude","longitude","latitude"
"Site 56 (Delcourt  et al. 1983)",619,635,34,-91.63,33.01
"Site 57 (Delcourt  et al. 1983)",620,636,46,-92.33,32.53
"Site 58 (Delcourt  et al. 1983)",621,637,91,-93.2,32.58
"Site 59 (Delcourt  et al. 1983)",622,638,91,-94.37,32.49
"Site 60 (Delcourt  et al. 1983)",623,639,3,-80.27,32.87
"Arena15",64,64,335,-89.88,43.08
"Site 61 (Delcourt  et al. 1983)",624,640,107,-91.2,31.82
"Site 62 (Delcourt  et al. 1983)",625,641,88,-93.57,31.51
"Site 63 (Delcourt  et al. 1983)",626,642,6,-92.83,30.5
"Site 64 (Delcourt  et al. 1983)",627,643,2,-93.72,30.13
"Site 65 (Delcourt  et al. 1983)",628,644,21,-81.68,32.24
"Site 66 (Delcourt  et al. 1983)",629,645,40,-85.37,30.82
"Site 67 (Delcourt  et al. 1983)",630,646,152,-85.88,31.79
"Site 68 (Delcourt  et al. 1983)",631,647,56,-86.77,32.28
"Site 69 (Delcourt  et al. 1983)",632,648,3,-94.28,29.93
"Site 70 (Delcourt  et al. 1983)",633,649,3,-91.72,30.34
"Brighm25",65,65,335,-89.87,43.05
"Site 71 (Delcourt  et al. 1983)",634,650,1,-91.53,29.78
"Site 72 (Delcourt  et al. 1983)",635,651,1,-91.03,29.67
"Site 73 (Delcourt  et al. 1983)",636,652,0,-90.52,29.78
"Site 74 (Delcourt  et al. 1983)",637,653,198,-85.82,33.61
"Site 75 (Delcourt  et al. 1983)",638,654,8,-90.42,30.47
"Site 76 (Delcourt  et al. 1983)",639,655,0,-89.98,29.88
"Site 77 (Delcourt  et al. 1983)",640,656,1,-90.42,30.2
"Site 78 (Delcourt  et al. 1983)",641,657,6,-89.83,30.3
"Site 79 (Delcourt  et al. 1983)",642,658,207,-87.27,34.63
"Site 80 (Delcourt  et al. 1983)",643,659,67,-91.48,34.83
"Brighm24",66,66,335,-89.85,43.07
"Site 81 (Delcourt  et al. 1983)",644,660,64,-91.75,35.17
"Site 82 (Delcourt  et al. 1983)",645,661,113,-92.72,35.18
"Site 83 (Delcourt  et al. 1983)",646,662,183,-93.8,35.78
"Site 84 (Delcourt  et al. 1983)",647,663,427,-93.73,36.1
"Site 85 (Delcourt  et al. 1983)",648,664,396,-94.07,36.43
"Site 86 (Delcourt  et al. 1983)",649,665,150,-94.33,35.23
"Site 87 (Delcourt  et al. 1983)",650,666,290,-94.07,34.73
"Site 88 (Delcourt  et al. 1983)",651,667,38,-88.77,31.1
"Site 89 (Delcourt  et al. 1983)",652,668,122,-89.68,32.32
"Site 90 (Delcourt  et al. 1983)",653,669,15,-88.03,32.43
"Hillsbor",67,67,335,-90.38,43.72
"Site 91 (Delcourt  et al. 1983)",654,670,14,-94.4,30.11
"Toadlena Lake [Dead Man Lake]",655,671,2759,-108.95715,36.23381
"Decoy Lake",656,672,260,-80.36667,43.23333
"Deer Lake Bog",657,673,1325,-71.83333,44.03333
"Delorme 1",658,674,513,-69.91889,54.41889
"Delorme 1",658,675,513,-69.91889,54.41889
"Delorme 2",659,676,538,-69.92972,54.42361
"Delorme 2",659,677,538,-69.92972,54.42361
"Lac Demain",660,678,745,-118.7,62.05
"Demont Lake",661,679,248,-85,43.48
"Denton Lake",663,681,500,-89.31557,45.85014
"Devils Lake, Main Bay",665,683,443,-99.00776,47.98843
"Devils Lake",666,684,294,-89.7385,43.4083
"Devon Island Glacier",667,685,1800,-82.5,75.35
"Diana Cordeau",668,686,15,-69.97194,60.93889
"Diana 375",669,687,114,-69.95833,60.9875
"Diana 375",669,688,114,-69.95833,60.9875
"Diana 500",670,689,153,-69.99194,60.97889
"Diana 500",670,690,153,-69.99194,60.97889
"Lac du Diable",671,691,494,-66.125,48.91083
"Dinkey Meadow",673,693,1683,-119.08333,37
"Dismal Swamp (91)",679,699,6,-76.45,36.58333
"Three Pines Bog",7,7,294,-80.11667,47
"Disterhaft Farm Bog",680,700,244,-89.16694,43.91694
"Divide Lake",681,701,2628,-110.23333,43.93333
"Miriam Lake",682,702,1,-63.88,59.55
"Two Loon Lake",683,703,50,-64.18,59.47
"Nakvak Lake",684,704,260,-63.75,58.63
"Lac Tasiguluk",685,705,580,-64.03,58.37
"Site 1 (Elliot-Fisk et al. 1982)",686,706,650,-63.95,58.27
"Site 2 (Elliot-Fisk et al. 1982)",687,707,380,-63.37,58.67
"Site 3 (Elliot-Fisk et al. 1982)",688,708,560,-63.55,58.37
"Site 4 (Elliot-Fisk et al. 1982)",689,709,330,-65.25,57.5
"Site 1 (Swain unpublished)",71,71,335,-91.28,45.2
"Helen Chutes",690,710,30,-65.77,58.18
"Lac Daniel",691,711,332,-65.25,58.33
"Site 5 (Elliot-Fisk et al. 1982)",692,712,155,-65.1,58.43
"Saint John's Harbour",693,713,10,-62.78,58.45
"Site 6 (Elliot-Fisk et al. 1982)",694,714,155,-65.17,58.47
"Dogfish Lake",697,717,NA,-92.18333,48.18333
"Dome Creek Meadow",699,719,3165,-107.05083,40.02417
"Site 2 (Swain unpublished)",72,72,274,-88,43.42
"Donut Pond Bog",701,721,4,-70.05833,41.275
"Dosquet",702,722,140,-71.5,46.45
"Jones Lake (US:North Carolina)",705,725,21,-78.6,34.68
"White Lake",706,726,20,-78.5,34.65
"Salters Lake",707,727,22,-78.63,34.72
"Singletary Lake Site 1",708,728,18,-78.47,34.6
"Singletary Lake Site 2",709,729,18,-78.47,34.59
"Site 3 (Swain unpublished)",73,73,259,-88.2,43.33
"Arbutus Lake",710,730,513,-74.24737,43.98277
"Avalanche Lake",711,731,873,-73.96988,44.13056
"Bear Pond",712,732,499,-74.29159,44.39606
"Cat Mountain Pond",713,733,526,-74.86563,44.09384
"Clear P. (P.L.)",714,734,583,-73.59583,43.83768
"Copperas Pond (Wilmington Notch)",715,735,480,-73.90239,44.3287
"Copperas Pond (Fish Creek)",716,736,546,-74.37976,44.31234
"Cowhorn Pond",717,737,530,-74.8544,44.09059
"Crane Mountain Pond",718,738,793,-73.97471,43.54893
"Crystal Lake",719,739,291,-73.7456,43.65281
"Site 4 (Swain unpublished)",74,74,305,-88.38,43.28
"Deep Lake",720,740,789,-74.66567,43.61606
"Deer Lake",721,741,509,-74.25779,44.03473
"Dunk Pond",722,742,474,-74.1745,43.83081
"East Copperas Pond",723,743,480,-74.37333,44.31191
"Frank Pond",724,744,517,-74.16667,43.85968
"Giant Washbowl",725,745,695,-73.74134,44.14195
"Green Pond",726,746,493,-74.30058,44.38063
"Gull Pond",727,747,319,-73.70973,43.83055
"Heart Lake",728,748,661,-73.97256,44.18038
"Huntley Pond",729,749,482,-74.12875,43.83097
"Site 5 (Swain unpublished)",75,75,274,-88.43,43.15
"Lake Madeleine [Jenkins Pond]",730,750,528,-74.48348,44.1195
"Site 21 (Whitehead and Jackson 1990)",731,751,1150,-74.2,44.13
"Lake Colden",732,752,843,-73.98305,44.11926
"Lake Ozonia",733,753,421,-74.62839,44.57843
"Lake Tear of the Clouds",734,754,1320,-73.93672,44.10645
"Little Pine Pond",735,755,478,-74.1532,44.25912
"Little Shallow Pond",736,756,515,-74.95475,44.04769
"Heavens Lake [Long Pond (TL)]",737,757,601,-74.4301,44.12909
"Site 28 (Whitehead and Jackson 1990)",738,758,494,-74.3,44.43
"Mountain Pond",739,759,482,-74.07747,44.54353
"Site 6 (Swain unpublished)",76,76,259,-88.05,42.93
"Nick's Pond",740,760,515,-74.96958,44.14011
"Parch Pond",741,761,460,-73.60718,44.04016
"Pine Pond",742,762,475,-74.14768,44.26177
"Rock Pond",743,763,486,-74.30846,44.1883
"Round P.",744,764,527,-73.73497,44.12374
"Upper Wallface Pond",745,765,948,-74.05822,44.14671
"Wolf L. (H.F.)",746,766,556,-74.22342,44.01365
"Elk Pass",747,767,1024,-73.82667,44.09579
"Lake Vanare",748,768,217,-73.7926,43.36923
"Silver Lake",749,769,425,-73.89967,44.49141
"Site 7 (Swain unpublished)",77,77,259,-88.55,42.8
"Lake Drummond",750,770,5,-76.45833,36.58333
"Rockyhock Bay",751,771,6,-76.68333,36.16667
"Duck Pond",753,772,2,-70.0018,41.9316
"Lac Dufresne",754,773,650,-70.35,45.85
"Dunnigan Lake",755,774,506,-91.63734,47.70405
"Eagle Lake Bog",757,776,1275,-71.66667,44.16667
"Eagle Lake",758,777,400,-58.55,53.23333
"Eaglenest Lake",759,778,725,-112.1,57.76667
"Easel",760,779,505,-66.76667,54.76667
"Site 8 (Swain unpublished)",78,78,265,-88.18,45.15
"East Mountain Lake",761,780,122,-128.56667,65.68333
"East Twin Lake",762,781,281,-93.50833,45.33333
"East Baltic Bog",763,782,45,-62.15,46.40833
"Natural Bridges National Monument",4607,7829,1830,-110,37.5
"EC03",764,783,280,-74.975,56.02
"Roberts Creek AB32",6477,7834,308,-91.50028,42.98611
"Roberts Creek AB35LH",6478,7835,308,-91.50028,42.98611
"Roberts Creek AB30",6479,7836,308,-91.50028,42.98611
"Roberts Creek CCLH-2",6480,7837,308,-91.50028,42.98611
"Roberts Creek DPS-8",6481,7838,308,-91.50028,42.98611
"Roberts Creek AB21",6482,7839,308,-91.50028,42.98611
"Roberts Creek DPS-9",6483,7840,308,-91.50028,42.98611
"Roberts Creek DPS-2LH",6484,7841,308,-91.50028,42.98611
"Roberts Creek F-45",6485,7842,308,-91.50028,42.98611
"Roberts Creek F-45A",6486,7843,308,-91.50028,42.98611
"Roberts Creek CCEH-1",6487,7844,308,-91.50028,42.98611
"Roberts Creek CCEH-1A",6488,7845,308,-91.50028,42.98611
"Roberts Creek CCEH-2(2)B",6489,7846,308,-91.50028,42.98611
"Roberts Creek RCBS",6490,7847,308,-91.50028,42.98611
"Roberts Creek AB33",6491,7848,308,-91.50028,42.98611
"Roberts Creek AB35",6492,7849,308,-91.50028,42.98611
"Edward Lake",766,785,518,-80.25,44.37
"Roberts Creek AB44",6493,7850,308,-91.50028,42.98611
"Roberts Creek AB51",6495,7852,308,-91.50028,42.98611
"Roberts Creek AB34",6497,7854,308,-91.50028,42.98611
"Roberts Creek AB22A",6498,7855,308,-91.50028,42.98611
"Roberts Creek CCLG-1A",6499,7856,308,-91.50028,42.98611
"Three Pines Bog",7,7857,294,-80.11667,47
"Abalone Rocks Marsh",8,7858,0,-119.97667,33.95639
"Eggert Lake",767,786,312,-93.62345,44.46772
"Alexander Lake",24,7870,143,-60.58333,53.33333
"Alexis Lake",25,7871,200,-57.03333,52.51667
"Aliuk Pond",27,7872,25,-57.36667,54.58333
"Anderson Lake",202,7881,NA,-92.71667,46.41667
"Anderson Pond",203,7882,303,-85.50396,36.02755
"Andree Bog",204,7883,300,-93.25,45.725
"Andrus Lake",205,7884,190,-85.04202,46.69984
"Andy Lake",206,7885,1360,-128.08333,64.65
"Angal Lake",207,7886,820,-153.9,67.13333
"Lac à l'Ange",208,7887,648,-70.68472,47.48167
"Antelope Playa",209,7888,1450,-105.45,43.5
"Arrington Marsh",213,7891,280,-95.52667,39.495
"Lac des Atocas",217,7894,114,-73.31111,45.54306
"Axe Lake",219,7895,323,-79.51,45.38
"Baird Inlet [Rock Basin Lake]",222,7897,295,-76.78,78.49167
"Site 9 (Swain unpublished)",79,79,472,-88.8,45.32
"Eldora Fen",771,790,2848,-105.58,39.93667
"Balsam Meadow",226,7900,2015,-119.25586,37.15702
"Barchampe Lake",229,7903,34,-83.25389,30.62222
"Barrett Lake",231,7904,2816,-119.00833,37.59583
"Barry Lake",232,7905,167,-77.91667,44.3
"Baseball Bog",233,7906,292,-79.78,47.23
"Lac Bastien",235,7907,305,-78.91667,46.4
"Battle Ground Lake",236,7908,155,-122.49167,45.8
"Battaglia Bog",237,7909,335,-81.32861,41.14389
"Beach Lake",241,7910,NA,-127.05,65.21667
"Bear Bog",242,7911,304,-80.16,47.18
"Beaver Lake",243,7912,2561,-107.25972,44.17861
"Beef Pasture",246,7913,3060,-108.16851,37.46967
"Bell's Lake",248,7915,580,-127.48333,65.01667
"Belmont Bog",249,7916,497,-77.91667,42.25
"Bereziuk",252,7918,205,-76.12028,54.04722
"Berry Pond",254,7920,600,-73.31667,42.5
"Banks Island 74MS11",261,7922,30,-124.26667,71.75
"Banks Island 74MS12",262,7923,220,-119.83333,72.36667
"Banks Island 74MS15",263,7924,120,-120.21667,73.53333
"Biggsville [Cessford Quarry]",265,7926,198,-90.88,40.85556
"Big John Pond",266,7927,421,-94.97224,47.55817
"Big Pond",268,7928,634,-78.55,39.76667
"Billy's Lake",269,7929,383,-94.55363,46.2693
"Lake Ellensmere",774,793,197,-83.01,39.35417
"Bishops Falls",270,7930,75,-55.50556,48.93611
"Black Pond",272,7931,262,-84.18667,35.62083
"Blacktail Pond",273,7932,2012,-110.60615,44.95312
"BL-Tombigbee",275,7933,49,-88.47444,33.56333
"Blackhoof Site",276,7934,328,-92.57333,46.50333
"Blue Mounds Creek",281,7938,335,-89.86667,43.08333
"Lake Ellensmere",774,794,197,-83.01,39.35417
"Bob Black Pond",289,7940,285,-84.86806,34.32361
"Bog D Pond",292,7941,460,-95.16335,47.177
"Bondi Section",294,7943,211,-82.6375,42.08806
"Boney Spring",295,7944,210,-93.36694,38.11194
"Boone Lake",296,7945,872,-119.43333,55.575
"Border Beacon",297,7946,470,-63.2,55.33333
"Boriack Bog",298,7947,143,-97.12611,30.36
"Lac Boucané",300,7948,500,-69.45278,47.45778
"Boundary Lake",301,7949,525,-67.4,55.25
"Ely Lake",775,795,384,-75.83333,41.76667
"Boundary Pond",302,7950,603,-70.675,45.56667
"Brandreth Bog",303,7951,600,-74.68333,43.91667
"Brisay 2",304,7952,595,-70.35778,54.35583
"Brophy Ditch",305,7953,184,-81.73,43.22
"Brown's Bay, Lake Minnetonka",307,7955,300,-93.55931,44.94864
"Brown Lake",308,7956,295,-82.0625,40.68056
"Browns Pond",309,7957,620,-79.61639,38.15472
"Buckbean Fen",311,7959,2362,-110.26056,44.29861
"Emerald Lake",776,796,2634,-110.3,44.06667
"Buck Lake",312,7960,45,-81.33222,27.23444
"Bucyrus Bog",314,7961,318,-82.93333,40.79722
"Burden Lake",317,7963,192,-73.5711,42.5862
"Lac à la Busque",319,7964,330,-70.59583,46.27917
"Cahaba Pond",321,7966,204,-86.53333,33.5
"Saint-Calixte",322,7967,261,-73.86806,45.96111
"Camel Lake",324,7969,20,-85.01667,30.26667
"Camp 11 Lake",325,7970,549,-88.01667,46.66667
"Camp 12 Lake",326,7971,505,-89.38467,45.98311
"Candelabra Lake",329,7973,1040,-130.65,61.68333
"Tourbière Caribou",330,7974,790,-71.23583,47.63972
"Lac Caribou",332,7975,116,-64.94,48.19778
"Caribou Bog",333,7976,37,-68.77344,44.93672
"Caribou Hill",334,7977,475,-63.25,55.66667
"Carp Lake",336,7979,714,-120.88056,45.91806
"Carter Site",337,7980,305,-84.68056,40.21667
"Lac Castor",338,7981,220,-72.99861,46.61389
"Cedar Bog",344,7986,NA,-93.19722,45.41111
"Chase Pond",353,7991,15,-60.675,45.65139
"Cheyenne Bottoms",358,7995,547,-98.66667,38.46667
"Chippewa Bog",360,7996,270,-83.24111,43.12389
"Chism 1",361,7997,340,-76.14556,54.79944
"Chism 2",362,7998,273,-76.33917,53.09083
"Abalone Rocks Marsh",8,8,0,-119.97667,33.95639
"Site 10 (Swain unpublished)",80,80,320,-88.17,45.48
"Chatsworth Bog",364,8000,219,-88.32757,40.67414
"Lac Ciel Blanc",370,8003,651,-122.16667,59.51667
"Clear Lake",478,8005,374,-93.47756,43.109
"Clear Lake",479,8006,244,-86.54758,41.63556
"Clear Pond",480,8007,10,-78.95401,33.79844
"Clearwater Lake",481,8008,686,-107.93333,50.87361
"Coghill Lake",484,8010,530,-66.76667,53.9
"Colo Marsh",485,8011,329,-93.27,42.02
"Columbine Ranch Fen",486,8012,2694,-107.82102,37.5958
"Comb Lake",488,8013,678,-57.71,49.69
"Compass Pond",489,8014,236,-56.19639,50.03417
"Conklin Quarry",490,8015,213,-91.56389,41.69444
"Copley Lake",494,8017,3250,-107.08549,38.87102
"Coppermine Saddleback",495,8018,43,-115.31667,67.83333
"Lac Côté",496,8019,915,-65.95,48.96694
"Ennadai Lake, 1972 Site",782,802,325,-100.95139,61.24444
"Tourbière de Lanoraie COTEAU JAUNE",498,8021,18,-73.34194,45.96083
"Cottonwood Lake",500,8022,549,-99.92606,44.82568
"Cottonwood Pass Pond",501,8023,3670,-106.41121,38.82854
"Cranberry Lake",503,8024,170,-78.1,44.1
"Crane Lake",504,8025,2590,-112.14974,36.52923
"Cranberry Glades",505,8026,1029,-80.28333,38.2
"Crates Lake",506,8027,259,-81.26667,49.18333
"Creditview Wetland",509,8028,144,-79.6,43.6
"Crider's Pond",510,8029,290,-77.55,39.96667
"Ennadai Lake",783,803,168,-100.91667,61.16667
"Cristal Lake",511,8030,355,-90.08333,52.11667
"Crowfoot Lake",512,8031,1940,-116.41667,51.65
"Crowsnest Lake",513,8032,881,-146.48333,68.33333
"Cub Lake",518,8035,360,-84.95833,44.7
"Cub Creek Pond",519,8036,2500,-110.28361,44.49
"Cub Lake",520,8037,1840,-111.18333,44.125
"Cummins Pond",524,8041,229,-89.34667,48.4075
"Cupola Pond",525,8042,243,-91.09082,36.79864
"Cygnet Lake Fen",528,8045,2530,-110.6,44.65
"Daumont",533,8047,607,-69.4,54.88333
"Davis Lake",534,8048,282,-122.25,46.59167
"Toadlena Lake [Dead Man Lake]",655,8049,2759,-108.95715,36.23381
"Lake Erie",785,805,168,-82.76,41.92
"Decoy Lake",656,8050,260,-80.36667,43.23333
"Deer Lake Bog",657,8051,1325,-71.83333,44.03333
"Delorme 1",658,8052,513,-69.91889,54.41889
"Delorme 2",659,8053,538,-69.92972,54.42361
"Lac Demain",660,8054,745,-118.7,62.05
"Demont Lake",661,8055,248,-85,43.48
"Denton Lake",663,8057,500,-89.31557,45.85014
"Devils Lake, Main Bay",665,8059,443,-99.00776,47.98843
"Ernst Brother's Pit",786,806,244,-88.04194,43.23306
"Devils Lake",666,8060,294,-89.7385,43.4083
"Devon Island Glacier",667,8061,1800,-82.5,75.35
"Diana 375",669,8062,114,-69.95833,60.9875
"Lac du Diable",671,8063,494,-66.125,48.91083
"Dinkey Meadow",673,8065,1683,-119.08333,37
"Dismal Swamp (91)",679,8066,6,-76.45,36.58333
"Divide Lake",681,8067,2628,-110.23333,43.93333
"Dome Creek Meadow",699,8070,3165,-107.05083,40.02417
"Dosquet",702,8072,140,-71.5,46.45
"Duck Pond",753,8074,2,-70.0018,41.9316
"Lac Dufresne",754,8075,650,-70.35,45.85
"Dunnigan Lake",755,8076,506,-91.63734,47.70405
"Eagle Lake Bog",757,8078,1275,-71.66667,44.16667
"Eagle Lake",758,8079,400,-58.55,53.23333
"East Sooke Fen",788,808,155,-123.68167,48.35194
"Eaglenest Lake",759,8080,725,-112.1,57.76667
"East Baltic Bog",763,8081,45,-62.15,46.40833
"Edward Lake",766,8083,518,-80.25,44.37
"Eldora Fen",771,8086,2848,-105.58,39.93667
"Lake Ellensmere",774,8089,197,-83.01,39.35417
"Lac à la Fourche",789,809,305,-70.61583,47.60972
"Emerald Lake",776,8090,2634,-110.3,44.06667
"Ennadai Lake, 1972 Site",782,8096,325,-100.95139,61.24444
"Ennadai Lake",783,8097,168,-100.91667,61.16667
"Lake Erie",785,8099,168,-82.76,41.92
"Site 11 (Swain unpublished)",81,81,271,-87.62,45.7
"Lac à la Fourche",789,810,305,-70.61583,47.60972
"Ernst Brother's Pit",786,8100,244,-88.04194,43.23306
"East Sooke Fen",788,8101,155,-123.68167,48.35194
"Lac à la Fourche",789,8102,305,-70.61583,47.60972
"Etivlik Lake",790,8103,631,-156.03333,68.13333
"East Twin Lake",9980,8104,321,-81.33901,41.19133
"Excelsior Basin",793,8105,NA,-117.11667,52.78333
"Exchequer Meadow",794,8106,2219,-119.83333,37
"Fallback Lake",796,8107,2597,-110.43333,43.96667
"Lac Faribault",797,8108,250,-71.71694,58.86694
"Tourbière de Farnham",798,8109,53,-72.98278,45.28278
"Etivlik Lake",790,811,631,-156.03333,68.13333
"Fawn Lake (CA:Ontario)",800,8110,333,-79.39,45.41
"Fernbank Interglacial",803,8111,135,-76.62068,42.55296
"Ferndale Bog",804,8112,263,-95.80833,34.40556
"Fiddler's Pond",805,8113,630,-121.42,56.25
"Fish Lake",808,8116,91,-85.21667,73.03472
"Beaverhouse Lake",810,8117,305,-101.68167,54.74222
"Floating Island Lake",811,8118,2609,-107.46667,44.55
"Forest Pond 1",816,8119,2797,-109.93889,43.47167
"East Twin Lake",9980,812,321,-81.33901,41.19133
"Forest Pond 2",817,8120,2766,-109.95,43.43889
"Frains Lake",821,8122,271,-83.63,42.33
"Hayes Lake",823,8123,391,-93.75,49.58333
"French Lake",824,8124,327,-94.42472,44.94333
"Frenchmens Bay",825,8125,75,-79.1,43.82
"Fresh Pond",826,8126,28,-71.575,41.15833
"Frying Pan Lake",827,8127,2720,-111.66667,38.61667
"Fudger Lake",828,8128,320,-83.53333,40.1
"Furnival Lake",829,8129,440,-84.93,48.21
"East Twin Lake",9980,813,321,-81.33901,41.19133
"Saint-Gabriel",830,8130,250,-73.47583,46.27583
"Gardiner's Hole",832,8132,2215,-110.73333,44.91667
"Gass Lake",833,8133,211,-87.73333,44.05
"Lac Geai",837,8134,365,-73.99278,45.99583
"Lac à St-Germain",842,8137,473,-74.37083,45.94583
"Giles",844,8139,732,-75.09881,41.37281
"Kinnelon",792,814,244,-74.42,40.98
"Glacial Lake",846,8140,120,-166.26667,64.86667
"Glatsch Lake",848,8142,426,-92.62,47.28
"Jones Lake [Glenboro site]",849,8143,409,-99.2976,49.4427
"Goff Lake",936,8145,1996,-109.83861,44.4525
"Gold Lake Bog",937,8146,1465,-122.04167,43.65
"Goshen Springs",940,8148,105,-86.13417,31.72111
"Gould Pond",941,8149,89,-69.31667,44.98333
"Excelsior Basin",793,815,NA,-117.11667,52.78333
"Graham Lake",943,8150,381,-77.35,45.18333
"Grand Rapids",944,8151,350,-98.25,53
"Grant Lake",945,8152,204,-100.46667,64.71667
"Lac Gras",946,8153,530,-67.06667,52.25
"Gravel Ridge",948,8155,565,-62.63333,55.03333
"Green Point Pond",951,8157,2,-57.95,49.67
"Green Lake",952,8158,305,-85.11667,44.88333
"Green Pond",953,8159,292,-74.51298,40.99281
"Exchequer Meadow",794,816,2219,-119.83333,37
"Grenadier Pond",956,8161,76,-79.47,43.64
"Grey Islands",957,8162,104,-55.51667,50.76889
"Guardipee Lake",960,8163,1233,-112.71667,48.55
"Water Conservation Area 3B, Gumbo Limbo Dry Head",961,8164,5,-80.50556,25.77389
"Water Conservation Area 3B, Gumbo Limbo Far Tail",962,8165,5,-80.50556,25.77472
"Water Conservation Area 3B, Gumbo Limbo Marsh",963,8166,5,-80.51111,25.77889
"Water Conservation Area 3B, Gumbo Limbo Near Tail",964,8167,5,-80.56139,25.88694
"Water Conservation Area 3B, Gumbo Limbo Wet Head",965,8168,5,-80.50639,25.77361
"Faith Pond",795,817,347,-96.095,47.27158
"Hack Pond",968,8171,469,-78.99722,37.98472
"Hafichuk Site",969,8172,740,-105.88389,50.32056
"Hail Lake",970,8173,690,-129.01667,60.03333
"Hams Lake",971,8174,301,-80.41333,43.23667
"Hanging Lake",972,8175,500,-138.38333,68.38333
"Hansen Marsh",973,8176,381,-89.67916,43.43469
"Harding Lake",975,8178,NA,-146.9075,64.44444
"Lac Harriman",976,8179,65,-65.83889,48.2375
"Fallback Lake",796,818,2597,-110.43333,43.96667
"Harrie Lake",977,8180,530,-66.95,52.93333
"Hawke Hills Kettle",979,8181,220,-53.13333,47.32222
"Hay Lake",982,8182,2780,-109.425,34
"Headwaters Lake",992,8183,820,-155.05,67.93333
"Healy Lake",993,8184,343,-144.75,64
"Hebron Lake",996,8185,170,-63.03333,58.2
"Hedrick Pond",997,8186,2073,-110.6,43.75
"Helmetta Bog",998,8187,15,-74.43333,40.38333
"Tourbière de Lanoraie HENRI",1000,8188,18,-73.3,45.98889
"Hidden Lake",1071,8189,NA,-144.65833,63.94
"Lac Faribault",797,819,250,-71.71694,58.86694
"High Lake",1072,8190,192,-76.6,44.51667
"Honeymoon Pond",1074,8191,1160,-138.4,64.63333
"Hostage Lake",1078,8192,368,-94.13333,46.55
"Houghton Bog",1080,8193,428,-78.67028,42.54167
"Howes Prairie Marsh",1081,8194,185,-87.07222,41.65
"Hudson Lake",1100,8195,239,-86.53,41.67
"Humber Pond 3",1102,8196,74,-79.48,43.64
"Humber Pond 5",1103,8197,74,-79.49,43.64
"Humber Pond 7",1104,8198,74,-79.5,43.65
"Hustler Lake",1105,8199,401,-92.16932,48.21758
"Site 12 (Swain unpublished)",82,82,347,-87.83,46.07
"Lac Faribault",797,820,250,-71.71694,58.86694
"Hynes Brook Salt Marsh",1106,8200,0,-58.965,48.61861
"Icehouse Bottom [40MR23]",1107,8201,239,-84.19167,35.58833
"Iglutalik Lake",1109,8203,90,-66.08333,66.135
"Indian Lake",1113,8206,383,-90.45,50.91667
"Indian Prairie Fen",1114,8207,988,-122.575,44.63333
"Inglesby Lake",1115,8208,167,-77.05,44.48333
"Keystone Iron Fen",1118,8209,2920,-107.03333,38.865
"Tourbière de Farnham",798,821,53,-72.98278,45.28278
"Irvin Lake",1119,8210,478,-93.64361,47.13556
"Jack Lake",1123,8214,430,-81.76667,47.31667
"Jackson Pond",1125,8216,260,-85.7263,37.43148
"Jacob Lake",1127,8218,2285,-110.83333,34.33333
"Jacobson Lake",1128,8219,324,-92.71694,46.41694
"Farquar Lake",799,822,273,-93.16912,44.75549
"January Cave [EbPp-Vp]",1135,8220,2040,-114.51833,50.18833
"James Bay",1136,8221,NA,-80.2,50.22
"Saint-Jean Ile d'Orléans",1219,8222,68,-70.93278,46.93278
"Jewell Site",1220,8223,317,-93.7,42.26
"Joe Lake",1355,8224,183,-157.21667,66.76667
"Joes Pond",1356,8225,100,-58.24,48.24
"Johnson River Bog",1357,8226,442,-144.65,63.71111
"Tourbière du lac Joncas",1358,8227,747,-71.16278,47.25778
"Tourbière de Lanoraie JOSEPH",1362,8228,18,-73.30278,45.99194
"Kaiyak Lake",1396,8229,190,-161.41667,68.15
"Fawn Lake (CA:Ontario)",800,823,333,-79.39,45.41
"Kanaaupscow",1400,8233,200,-76.64389,54.02778
"Fawn Lake",801,824,387,-94.75333,46.21889
"Keele Lake",1408,8241,1150,-127.61667,64.16667
"Kellys Hollow",1410,8242,470,-90.35,45.3
"Kellners Lake",1411,8243,261,-87.84806,44.23806
"Kennys Pond",1413,8244,70,-52.71389,47.59028
"Lac Kénogami",1414,8245,166,-71.56694,48.36583
"Kenosee Lake",1415,8246,746,-102.3,49.81667
"Kinsman Pond",1481,8252,1140,-71.73333,44.13333
"Kirchner Marsh",1483,8253,286,-93.1249,44.7693
"Kirk Lake",1485,8255,190,-121.61667,48.23333
"Kitchner Lake",1486,8256,237,-87.455,45.66667
"Kollioksak",1503,8257,213,-156.45,66.96667
"Fernbank Interglacial",803,826,135,-76.62068,42.55296
"Kotiranta Lake",1510,8264,369,-92.58798,46.71359
"Ferndale Bog",804,827,263,-95.80833,34.40556
"Kylen Lake",1526,8279,485,-91.8,47.35
"Ferndale Bog",804,828,263,-95.80833,34.40556
"Lacawac",1530,8283,443,-75.2953,41.37981
"Lac Colin",1531,8284,658,-70.3,46.71667
"Lac Hamard",1532,8285,564,-67.5,54.8
"Lac Louis",1533,8286,300,-79.11667,47.2875
"Lac à Magie",1534,8287,60,-66.07917,44.26389
"Ladd Lake",1535,8288,249,-84.75,41.41667
"Fiddler's Pond",805,829,630,-121.42,56.25
"Lake Sixteen",1540,8293,216,-84.31667,45.6
"Lake 27",1541,8294,411,-84.78333,45.06667
"Lake 31",1542,8295,115,-50.46667,67.05
