"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error"
336,329,"Candelabra Lake",79573,"Radiocarbon",10050,277.5,11300,0,9940,10160,"Wang et al.","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America

1 #d.min
281 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Allison Stegner and Feiya Lyu.",FALSE,1040,-130.65,61.68333,110
337,330,"Tourbière Caribou",105778,"Radiocarbon",2875,155,9200,-400,2785,2965,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
120 #d.min
250 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,790,-71.23583,47.63972,90
337,330,"Tourbière Caribou",105779,"Radiocarbon",5145,217.5,9200,-400,5040,5250,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
120 #d.min
250 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,790,-71.23583,47.63972,105
339,332,"Lac Caribou",996,"Radiocarbon",4010,121.5,9590,80,3900,4120,"NAPD 1","Basal date of 13000±500 based on Dyke and Prest (1987) map of deglaciation.",TRUE,116,-64.94,48.19778,110
339,332,"Lac Caribou",997,"Radiocarbon",6100,204,9590,80,5930,6270,"NAPD 1","Basal date of 13000±500 based on Dyke and Prest (1987) map of deglaciation.",TRUE,116,-64.94,48.19778,170
339,332,"Lac Caribou",998,"Radiocarbon",8250,268.5,9590,80,8140,8360,"NAPD 1","Basal date of 13000±500 based on Dyke and Prest (1987) map of deglaciation.",TRUE,116,-64.94,48.19778,110
339,332,"Lac Caribou",999,"Radiocarbon",8850,305,9590,80,8590,9110,"NAPD 1","Basal date of 13000±500 based on Dyke and Prest (1987) map of deglaciation.",TRUE,116,-64.94,48.19778,260
339,332,"Lac Caribou",1000,"Radiocarbon",10000,320.5,9590,80,9600,10400,"NAPD 1","Basal date of 13000±500 based on Dyke and Prest (1987) map of deglaciation.",TRUE,116,-64.94,48.19778,400
340,333,"Caribou Bog",1003,"Radiocarbon",1880,147.5,9570,60,1740,2020,"NAPD 1","Chron uses top and six C14 dates.",TRUE,37,-68.77344,44.93672,140
340,333,"Caribou Bog",1004,"Radiocarbon",3820,277.5,9570,60,3660,3980,"NAPD 1","Chron uses top and six C14 dates.",TRUE,37,-68.77344,44.93672,160
340,333,"Caribou Bog",1005,"Radiocarbon",5710,416,9570,60,5570,5850,"NAPD 1","Chron uses top and six C14 dates.",TRUE,37,-68.77344,44.93672,140
340,333,"Caribou Bog",1006,"Radiocarbon",6470,505.5,9570,60,6330,6610,"NAPD 1","Chron uses top and six C14 dates.",TRUE,37,-68.77344,44.93672,140
340,333,"Caribou Bog",1007,"Radiocarbon",7840,602.5,9570,60,7680,8000,"NAPD 1","Chron uses top and six C14 dates.",TRUE,37,-68.77344,44.93672,160
340,333,"Caribou Bog",1008,"Radiocarbon",9390,746,9570,60,9210,9570,"NAPD 1","Chron uses top and six C14 dates.",TRUE,37,-68.77344,44.93672,180
341,334,"Caribou Hill",1010,"Radiocarbon",1070,615,6400,0,940,1200,"COHMAP chron 1","5 C-14 dates. Linear sedimentation rate from 3.6k to present. H.F. Lamb 1982 Ph.D. thesis. COHMAP age bounds for application of the model: top = 0; bottom = 6000.",TRUE,475,-63.25,55.66667,130
341,334,"Caribou Hill",1011,"Radiocarbon",2145,660,6400,0,1955,2335,"COHMAP chron 1","5 C-14 dates. Linear sedimentation rate from 3.6k to present. H.F. Lamb 1982 Ph.D. thesis. COHMAP age bounds for application of the model: top = 0; bottom = 6000.",TRUE,475,-63.25,55.66667,190
341,334,"Caribou Hill",1012,"Radiocarbon",3580,715,6400,0,3280,3760,"COHMAP chron 1","5 C-14 dates. Linear sedimentation rate from 3.6k to present. H.F. Lamb 1982 Ph.D. thesis. COHMAP age bounds for application of the model: top = 0; bottom = 6000.",TRUE,475,-63.25,55.66667,240
341,334,"Caribou Hill",1013,"Radiocarbon",4760,825,6400,0,4480,5040,"COHMAP chron 1","5 C-14 dates. Linear sedimentation rate from 3.6k to present. H.F. Lamb 1982 Ph.D. thesis. COHMAP age bounds for application of the model: top = 0; bottom = 6000.",TRUE,475,-63.25,55.66667,280
341,334,"Caribou Hill",1014,"Radiocarbon",6120,885,6400,0,5840,6400,"COHMAP chron 1","5 C-14 dates. Linear sedimentation rate from 3.6k to present. H.F. Lamb 1982 Ph.D. thesis. COHMAP age bounds for application of the model: top = 0; bottom = 6000.",TRUE,475,-63.25,55.66667,280
343,336,"Carp Lake",1028,"Radiocarbon",5820,185,32050,0,5770,5870,"NAPD 1","C-14 and tephra dates used for chron the same as Barnosky (1985, Fig.2, Table 1) except the C-14 dates of 21,100 (551-561 cm) and 21,040 (600-610) are averaged.",TRUE,714,-120.88056,45.91806,50
343,336,"Carp Lake",1030,"Radiocarbon",8280,304,32050,0,8160,8400,"NAPD 1","C-14 and tephra dates used for chron the same as Barnosky (1985, Fig.2, Table 1) except the C-14 dates of 21,100 (551-561 cm) and 21,040 (600-610) are averaged.",TRUE,714,-120.88056,45.91806,120
343,336,"Carp Lake",1031,"Radiocarbon",9730,321,32050,0,9330,10130,"NAPD 1","C-14 and tephra dates used for chron the same as Barnosky (1985, Fig.2, Table 1) except the C-14 dates of 21,100 (551-561 cm) and 21,040 (600-610) are averaged.",TRUE,714,-120.88056,45.91806,400
343,336,"Carp Lake",1032,"Radiocarbon",16050,435.5,32050,0,15650,16450,"NAPD 1","C-14 and tephra dates used for chron the same as Barnosky (1985, Fig.2, Table 1) except the C-14 dates of 21,100 (551-561 cm) and 21,040 (600-610) are averaged.",TRUE,714,-120.88056,45.91806,400
343,336,"Carp Lake",1033,"Radiocarbon",18190,485,32050,0,18090,18290,"NAPD 1","C-14 and tephra dates used for chron the same as Barnosky (1985, Fig.2, Table 1) except the C-14 dates of 21,100 (551-561 cm) and 21,040 (600-610) are averaged.",TRUE,714,-120.88056,45.91806,100
343,336,"Carp Lake",1035,"Radiocarbon",26200,705,32050,0,26000,26400,"NAPD 1","C-14 and tephra dates used for chron the same as Barnosky (1985, Fig.2, Table 1) except the C-14 dates of 21,100 (551-561 cm) and 21,040 (600-610) are averaged.",TRUE,714,-120.88056,45.91806,200
343,336,"Carp Lake",1036,"Radiocarbon",32700,775,32050,0,32250,33150,"NAPD 1","C-14 and tephra dates used for chron the same as Barnosky (1985, Fig.2, Table 1) except the C-14 dates of 21,100 (551-561 cm) and 21,040 (600-610) are averaged.",TRUE,714,-120.88056,45.91806,450
345,337,"Carter Site",1037,"Radiocarbon",11720,10.5,14700,11690,11380,12060,"NAPD 1","Chron uses 4 C14 dates. C14 dates DIC #514, #439, #440, #441, #513, #244 rejected by author (see Shane 1976).",TRUE,305,-84.68056,40.21667,340
345,337,"Carter Site",1038,"Radiocarbon",12590,93.5,14700,11690,11650,13470,"NAPD 1","Chron uses 4 C14 dates. C14 dates DIC #514, #439, #440, #441, #513, #244 rejected by author (see Shane 1976).",TRUE,305,-84.68056,40.21667,910
345,337,"Carter Site",1039,"Radiocarbon",13000,223,14700,11690,12200,13800,"NAPD 1","Chron uses 4 C14 dates. C14 dates DIC #514, #439, #440, #441, #513, #244 rejected by author (see Shane 1976).",TRUE,305,-84.68056,40.21667,800
345,337,"Carter Site",1040,"Radiocarbon",14810,410,14700,11690,14470,15150,"NAPD 1","Chron uses 4 C14 dates. C14 dates DIC #514, #439, #440, #441, #513, #244 rejected by author (see Shane 1976).",TRUE,305,-84.68056,40.21667,340
3452,1410,"Kellys Hollow",7915,"Radiocarbon",2920,121.5,10740,-30,2770,3070,"NAPD 1","Chron uses top, Ambosia rise, and two C14 dates, and date of Picea decline (10000±500 BP).",TRUE,470,-90.35,45.3,150
3452,1410,"Kellys Hollow",7916,"Radiocarbon",6580,419,10740,-30,6400,6760,"NAPD 1","Chron uses top, Ambosia rise, and two C14 dates, and date of Picea decline (10000±500 BP).",TRUE,470,-90.35,45.3,180
3454,1416,"Marais de Keswick",105916,"Radiocarbon",2470,107.5,5000,-10,2325,2615,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
242 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,221,-79.51278,44.19583,145
3454,1416,"Marais de Keswick",105917,"Radiocarbon",3280,177.5,5000,-10,3160,3400,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
242 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,221,-79.51278,44.19583,120
3454,1416,"Marais de Keswick",105918,"Radiocarbon",3900,242,5000,-10,3800,4000,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
242 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,221,-79.51278,44.19583,100
3455,1483,"Kirchner Marsh",81024,"Radiocarbon",12050,1108,13580,20,11900,12200,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
1151.5 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,286,-93.1249,-93.1202,150
3455,1483,"Kirchner Marsh",81025,"Radiocarbon",11840,NA,13580,20,11690,11990,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
1151.5 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,286,-93.1249,-93.1202,150
346,338,"Lac Castor",79608,"Radiocarbon",2520,95,11000,-40,2320,2720,"Wang et al.","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America

Bacon settings file:
5 #d.min
859 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob

Note that coretop age=0 follows convention of prior age models, but is probably inaccurate, given core collection in 1975AD (age=-25 relative to 1950AD).   q

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Jack Williams.",FALSE,220,-72.99861,46.61389,200
346,338,"Lac Castor",79609,"Radiocarbon",4335,295,11000,-40,4035,4635,"Wang et al.","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America

Bacon settings file:
5 #d.min
859 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob

Note that coretop age=0 follows convention of prior age models, but is probably inaccurate, given core collection in 1975AD (age=-25 relative to 1950AD).   q

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Jack Williams.",FALSE,220,-72.99861,46.61389,300
346,338,"Lac Castor",79610,"Radiocarbon",5680,475,11000,-40,5450,5910,"Wang et al.","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America

Bacon settings file:
5 #d.min
859 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob

Note that coretop age=0 follows convention of prior age models, but is probably inaccurate, given core collection in 1975AD (age=-25 relative to 1950AD).   q

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Jack Williams.",FALSE,220,-72.99861,46.61389,230
346,338,"Lac Castor",79611,"Radiocarbon",7880,745,11000,-40,7750,8010,"Wang et al.","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America

Bacon settings file:
5 #d.min
859 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob

Note that coretop age=0 follows convention of prior age models, but is probably inaccurate, given core collection in 1975AD (age=-25 relative to 1950AD).   q

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Jack Williams.",FALSE,220,-72.99861,46.61389,130
346,338,"Lac Castor",79612,"Radiocarbon",9230,795,11000,-40,9080,9380,"Wang et al.","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America

Bacon settings file:
5 #d.min
859 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob

Note that coretop age=0 follows convention of prior age models, but is probably inaccurate, given core collection in 1975AD (age=-25 relative to 1950AD).   q

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Jack Williams.",FALSE,220,-72.99861,46.61389,150
346,338,"Lac Castor",79613,"Radiocarbon",9540,810,11000,-40,9355,9725,"Wang et al.","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America

Bacon settings file:
5 #d.min
859 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob

Note that coretop age=0 follows convention of prior age models, but is probably inaccurate, given core collection in 1975AD (age=-25 relative to 1950AD).   q

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Jack Williams.",FALSE,220,-72.99861,46.61389,185
3468,1544,"Lake Ann",81046,"Radiocarbon",4390,1125,11240,1020,4310,4470,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
560 #d.min
1640 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,291,-93.69945,-93.68194,80
3468,1544,"Lake Ann",81047,"Radiocarbon",7420,1445,11240,1020,7340,7500,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
560 #d.min
1640 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,291,-93.69945,-93.68194,80
3471,257,"Lake BI2",7937,"Radiocarbon",2270,40,7300,0,2150,2390,"Gajewski 1992","Fit a third order polynomial with sediment-surface held constant. Coefs: 0.0, 84.8046, -0.715001, 0.00326398.",TRUE,210,-76.37833,57.11667,120
3471,257,"Lake BI2",7938,"Radiocarbon",4080,75,7300,0,3840,4320,"Gajewski 1992","Fit a third order polynomial with sediment-surface held constant. Coefs: 0.0, 84.8046, -0.715001, 0.00326398.",TRUE,210,-76.37833,57.11667,240
3471,257,"Lake BI2",7939,"Radiocarbon",4340,100,7300,0,4160,4520,"Gajewski 1992","Fit a third order polynomial with sediment-surface held constant. Coefs: 0.0, 84.8046, -0.715001, 0.00326398.",TRUE,210,-76.37833,57.11667,180
3471,257,"Lake BI2",7940,"Radiocarbon",7010,142,7300,0,6770,7250,"Gajewski 1992","Fit a third order polynomial with sediment-surface held constant. Coefs: 0.0, 84.8046, -0.715001, 0.00326398.",TRUE,210,-76.37833,57.11667,240
3473,197,"Lake Mary",81074,"Radiocarbon",3650,50,8890,250,3585,3715,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
193.5 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,488,-89.9,46.25,65
3473,197,"Lake Mary",81075,"Radiocarbon",8540,141,8890,250,8450,8630,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
193.5 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,488,-89.9,46.25,90
3473,197,"Lake Mary",81076,"Radiocarbon",9460,193.5,8890,250,9360,9560,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
193.5 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,488,-89.9,46.25,100
3484,1617,"Lake Louise",8080,"Radiocarbon",6710,1007,10650,0,6570,6850,"COHMAP chron 1","2 C-14 dates. No clear ragweed rise, but date inserted at 605 cm. Age bounds for application of the model: top = 0; bottom = 10000.",TRUE,49,-83.25833,30.725,140
3484,1617,"Lake Louise",8081,"Radiocarbon",8510,1155,10650,0,8410,8610,"COHMAP chron 1","2 C-14 dates. No clear ragweed rise, but date inserted at 605 cm. Age bounds for application of the model: top = 0; bottom = 10000.",TRUE,49,-83.25833,30.725,100
3487,1676,"Medicine Lake",8105,"Radiocarbon",10940,2213.5,10880,0,10805,11075,"COHMAP chron 2","5 corrected C-14 dates, the first by 1030 yr., the next 3 by 1350 yr., and the bottom one by 1670 yr. to bring it in line with the wood date. Corrections from table sent by E.C. Grimm, Oct., 1984. Age bounds for application of the model: top = 0; bottom =",TRUE,519,-97.36301,-97.33724,135
3488,1679,"Lake Mendota",77110,"Radiocarbon",1560,27,10070,1380,1490,1630,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon command line:
 Bacon(MENDOTAD, 
            acc.mean  = 15, 
            acc.shape = 0.9,
            mem.strength = 2,
            mem.mean = 0.5,
            thick = 10,
            ask = FALSE,
            suggest = FALSE,
            depths.file = FALSE, 
            hiatus.shape = 0.1,
            hiatus.mean = 0.01,
            hiatus.depths = NA)

Bacon settings file:
0 #d.min
265 #d.max
1 #d.by
0 #depths.file
NA #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #hiatus.depths
0.01 #hiatus.mean
0.1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,257,-89.41667,43.1,70
